"show_number","round","value","category","clue","answer","air_date"
59,2,1000,"FIRSTS","In 1868, a Mobile, Ala. Mardi Gras parade 1st featured these","floats","1984-11-29"
59,2,100,"ASTRONOMY","To nearest ½ day, time it takes Moon to orbit Earth","29 and a half","1984-11-29"
59,2,1000,"WARS","Spaniards started war in colonial America by cutting off this part of Robert Jenkins' body","his ear","1984-11-29"
59,2,1000,"TV ANIMALS","In this series, Starbuck's little friend Boxie had a pet Daggit","Battlestar Galactica","1984-11-29"
59,3,NULL,"THE CALENDAR","The only day of the week named for a Roman god","Saturday","1984-11-29"
61,1,100,"U.S. HISTORY","Some 30 years before his cousin's New Deal, he gave us a \"Square Deal\"","Theodore Roosevelt","1984-12-03"
61,1,100,"SPORTS","Nickname for a football","a pigskin","1984-12-03"
61,1,100,"THE BIBLE","The longest of the 2 \"Testaments\"","the Old","1984-12-03"
61,1,100,"4-LETTER WORDS","A small shrub or Reagan's V.P.","a bush","1984-12-03"
61,1,100,"TV TRIVIA","Arnold Zenker replaced this trusted CBS newsman during a 13-day union strike in 1967","Walter Cronkite","1984-12-03"
61,1,100,"GLASS","About 90% of all glass is made from this material","sand","1984-12-03"
61,1,200,"U.S. HISTORY","In 1870s cartoonist Thomas Nast gave Democrats & GOP these symbols","the donkey and the elephant","1984-12-03"
61,1,200,"SPORTS","A filly becomes a mare at this age",4,"1984-12-03"
61,1,200,"THE BIBLE","He lived to be 969 years old","Methuselah","1984-12-03"
61,1,200,"4-LETTER WORDS","Horses are hot to do it","trot","1984-12-03"
61,1,200,"TV TRIVIA","\"Gene, Gene, the Dancing Machine\" was among the \"talent\" on this Chuck Barris series","The Gong Show","1984-12-03"
61,1,200,"GLASS","This \"glass yarn\" serves as insulation & the Corvette's body","fiberglass","1984-12-03"
61,1,300,"U.S. HISTORY","Pres. Wilson founded this world organization which America never joined","the League of Nations","1984-12-03"
61,1,300,"SPORTS","According to rules, the strike zone in baseball extends from the batter's knees to here","his armpits","1984-12-03"
61,1,300,"THE BIBLE","Jesus said that only \"he that is without sin\" could do this","cast the first stone","1984-12-03"
61,1,500,"4-LETTER WORDS","Bacall's last word on how to whistle","blow","1984-12-03"
61,1,300,"TV TRIVIA","\"Bubbles In The Wine\" was the appropriate title of his theme song","Lawrence Welk","1984-12-03"
61,1,300,"GLASS","A small terrestrial telescope","a spyglass","1984-12-03"
61,1,400,"U.S. HISTORY","The Spanish-American War led to this Caribbean country's independence","Cuba","1984-12-03"
61,1,400,"SPORTS","This bowl game changes location every year","the Super Bowl","1984-12-03"
61,1,400,"4-LETTER WORDS","Foie gras in France of chopped liver at Aunt Esthers'","pâté","1984-12-03"
61,1,400,"TV TRIVIA","When Ken Berry took over, \"The Andy Griffith Show\" was renamed this","Mayberry R.F.D.","1984-12-03"
61,1,400,"GLASS","The glass curtain at Mexico City's Palace of Fine Arts was made by this company","Tiffany","1984-12-03"
61,1,500,"U.S. HISTORY","He was the first American in space","Alan Shepard","1984-12-03"
61,1,500,"SPORTS","The number of laps run in the Indy 500",200,"1984-12-03"
61,1,500,"TV TRIVIA","In the Spring of 1950 Arthur Godfrey gave TV lessons on playing this instrument","the ukulele","1984-12-03"
61,2,200,"WORLD GEOGRAPHY","This canal's official opening was on July 12,1920","the Panama Canal","1984-12-03"
61,2,200,"OPERA","Verdi fans always want \"moor\" of this Shakespearean hero","Othello","1984-12-03"
61,2,200,"INDIANS","Buffalo-skin covered homes of Plains Indians","a teepee","1984-12-03"
61,2,200,"BIRDS","Maryland's state bird & state baseball team","the orioles","1984-12-03"
61,2,200,"ENGLAND","Britain's 4 PM \"coffee break\"","tea time","1984-12-03"
61,2,200,"MEDICINE","Basic material used to make casts","plaster","1984-12-03"
61,2,400,"WORLD GEOGRAPHY","Africa's northernmost country, it was once site of ancient Carthaginian empire","Tunisia","1984-12-03"
61,2,400,"OPERA","He wrote Brunhilde's immolation, opera's longest aria of nearly 15 minutes","Wagner","1984-12-03"
61,2,400,"INDIANS","Continent from which Indians' ancestors came to America","Asia","1984-12-03"
61,2,400,"BIRDS","Collective name for domesticated birds raised for meat & eggs","poultry","1984-12-03"
61,2,400,"ENGLAND","Though he never slew any dragons there, he's England's patron saint","St. George","1984-12-03"
61,2,400,"MEDICINE","What R.N. stands for","registered nurse","1984-12-03"
61,2,600,"WORLD GEOGRAPHY","Country that's larger than U.S. but smaller than Canada","(People\\'s Republic of) China","1984-12-03"
61,2,600,"INDIANS","The real Hiawatha united Mohawks & 4 other tribes into this confederation","the Iroquois Confederation","1984-12-03"
61,2,600,"BIRDS","The most common bird on world flags","the eagle","1984-12-03"
61,2,600,"ENGLAND","English barons forced this royal enemy of Robin Hood to sign the Magna Carta","King John I","1984-12-03"
61,2,600,"MEDICINE","Any abnormal tissue mass with no physiologic function","a tumor","1984-12-03"
61,2,800,"WORLD GEOGRAPHY","To evade French defenders, the Germans attacked France through this country in both World Wars","Belgium","1984-12-03"
61,2,800,"INDIANS","Though few of them ever did it, the name \"Nez-Perce\" means this","pierce(d) nose","1984-12-03"
61,2,800,"BIRDS","Woodcocks' eyes are so far back on their heads, they have this unusual field of sight","360 degrees","1984-12-03"
61,2,800,"ENGLAND","Nickname for London's financial district","the City","1984-12-03"
61,2,1000,"WORLD GEOGRAPHY","The Blue & White Niles meet at this city where Gen. \"Chinese\" Gordon met death","Khartoum","1984-12-03"
61,2,1000,"INDIANS","President whose only military service was in Illinois' Blackhawk War in 1830","Abraham Lincoln","1984-12-03"
61,2,1000,"BIRDS","This \"crazy\" North American diving bird has been found at depths of 160 feet","the (common) loon","1984-12-03"
61,2,1000,"ENGLAND","He's also known as the primate of all England","the Archbishop of Canterbury","1984-12-03"
61,3,NULL,"EUROPE","The Soviet army was welcome in this capital in May of '45 but unwelcome in August '68","Prague","1984-12-03"
62,1,100,"WASHINGTON D.C.","What the \"D.C.\" stands for","the District of Columbia","1984-12-04"
62,1,100,"COLORS","Color of a lucky \"letter day\"","red","1984-12-04"
62,1,100,"A LA \"CART\"","While 2 of its wheels head toward produce, 1 goes to dairy, the other to checkout","a shopping cart","1984-12-04"
62,1,100,"FOOD","Varieties include Chinese & Dijon","mustard","1984-12-04"
62,1,100,"MOVIE TRIVIA","Turned down to be an \"Our Gang\" member, she became top box office star of 1935","Shirley Temple","1984-12-04"
62,1,200,"WASHINGTON D.C.","The District's oldest neighborhood, it was named for a king","Georgetown","1984-12-04"
62,1,200,"COLORS","Johnny Cash is known for wearing only this color on stage","black","1984-12-04"
62,1,200,"SPORTS","Tennis serve that touches net before dropping into proper court, it's replayed","a let ball","1984-12-04"
62,1,200,"A LA \"CART\"","A sideways handspring","a cartwheel","1984-12-04"
62,1,200,"FOOD","Type of food that comes in shapes of bow ties, elbows & wagon wheels","pasta","1984-12-04"
62,1,1000,"MOVIE TRIVIA","Number of the sequel <a href=\"http://www.j-archive.com/media/1984-12-04_J_18.mp3\">the following</a> was the theme of","Rocky III","1984-12-04"
62,1,300,"WASHINGTON D.C.","287 miles long, it flows past Washington & induces \"fever\" in ambitious politicians","the Potomac River","1984-12-04"
62,1,300,"COLORS","Baby, sky, & steel","blue","1984-12-04"
62,1,300,"SPORTS","You win this when you pick the winners of 2 successive horse races","the Daily Double","1984-12-04"
62,1,300,"A LA \"CART\"","You can load it in your 8-track","a (tape) cartridge","1984-12-04"
62,1,300,"FOOD","Also known as an alligator pear","an avocado","1984-12-04"
62,1,300,"MOVIE TRIVIA","For the first time in '68, the Academy Awards were held in this auditorium, its current home","the Dorothy Chandler Pavilion","1984-12-04"
62,1,400,"WASHINGTON D.C.","Though this mound rises only 8","Capitol Hill","1984-12-04"
62,1,400,"COLORS","Broadway's nickname","the Great White Way","1984-12-04"
62,1,400,"SPORTS","What the letters in \"scuba\" stand for","self-contained underwater breathing apparatus","1984-12-04"
62,1,400,"A LA \"CART\"","The 1st graduate of the U.S. Naval Academy to become president","Jimmy Carter","1984-12-04"
62,1,400,"FOOD","California vegetable with a crown & a heart","an artichoke","1984-12-04"
62,1,400,"MOVIE TRIVIA","In his best English Bronx accent he cried \"Yonder lies the castle of my father\"","Tony Curtis","1984-12-04"
62,1,500,"WASHINGTON D.C.","Former Secretary of State for whom Washington, D.C. International Airport is named","John Foster Dulles","1984-12-04"
62,1,500,"COLORS","The 3 colors that make up the dots on a color TV screen","blue, green, and red","1984-12-04"
62,1,500,"SPORTS","On an official archery target, it's the color of the bull's eye","yellow (or gold)","1984-12-04"
62,1,500,"FOOD","The non-chocolate version are called \"blondies\"","brownies","1984-12-04"
62,2,200,"EUROPE","Some 40% of this country's land has been reclaimed from the sea","the Netherlands","1984-12-04"
62,2,200,"BIG BANDS","A wunnerful, wunnerful bandleader","Lawrence Welk","1984-12-04"
62,2,200,"NOTORIOUS","White supremacy group depicted as heroes in film classic \"Birth of a Nation\"","the Ku Klux Klan","1984-12-04"
62,2,200,"BIRDS","This red bird is the state bird of 7 states","the cardinal","1984-12-04"
62,2,200,"BEES","Its name comes from the Middle English word \"bumblen\"","a bumblebee","1984-12-04"
62,2,200,"POLITICS","Baby book author who ran for president in '68","Dr. Spock","1984-12-04"
62,2,400,"EUROPE","Both in size & population, it's largest Scandinavian country","Sweden","1984-12-04"
62,2,400,"BIG BANDS","In 1937 he was \"in the mood\" to start a band","Glenn Miller","1984-12-04"
62,2,400,"NOTORIOUS","Name of FBI \"sting\" operation that sent 4 former Congressmen to prison in '83","Abscam","1984-12-04"
62,2,400,"BIRDS","Depending on the species, a bird can have 940 to 25,000 of them","feathers","1984-12-04"
62,2,400,"BEES","Common name of an apiculturist","a beekeeper","1984-12-04"
62,2,400,"POLITICS","Nickname of late Washington Senator Henry Jackson","Scoop Jackson","1984-12-04"
62,2,600,"EUROPE","19th century Sardinia took the lead in unifying this country","Italy","1984-12-04"
62,2,600,"BIG BANDS","As famous for his marriages as his music; once wed Ava Gardner & Lana Turner","Artie Shaw","1984-12-04"
62,2,600,"NOTORIOUS","32 inmates & 11 guards were killed in '71 uprising at this NY prison","Attica","1984-12-04"
62,2,600,"BIRDS","All 16 species of the Hawaiian honeycreeper are on this list","the endangered species list","1984-12-04"
62,2,600,"BEES","A large crowd of bees on the move","a swarm","1984-12-04"
62,2,600,"POLITICS","U.S. ambassadors to this country have included Anne Armstrong & Joseph Kennedy","Great Britain","1984-12-04"
62,2,800,"EUROPE","In '67 this last king of Greece went into exile","Constantine (II)","1984-12-04"
62,2,800,"BIG BANDS","Benny Goodman got good \"vibes\" from him","Lionel Hampton","1984-12-04"
62,2,800,"NOTORIOUS","Despite his \"fortunate\" nickname, this gangster was deported to Italy in '46","\"Lucky\" Luciano","1984-12-04"
62,2,1900,"BEES","The 3 classes of a honeybee colony","a drone, a queen, and a worker","1984-12-04"
62,2,800,"POLITICS","Florida Congressman who champions the senior citizen","Claude Pepper","1984-12-04"
62,2,1000,"EUROPE","Only predominanty Muslim country entirely in Europe","Albania","1984-12-04"
62,2,1000,"BIG BANDS","\"Royal\" bandleader whose first two names were Edward Kennedy","Duke Ellington","1984-12-04"
62,2,1000,"NOTORIOUS","He wrote the Howard Hughes \"autobiography\" that sent him to jail","Clifford Irving","1984-12-04"
62,2,1000,"POLITICS","Only 4 state governors serve terms this long","two years","1984-12-04"
62,3,NULL,"U.S. PRESIDENTS","President elected to 2nd term with 523 electoral votes, the greatest number in any election","Franklin D. Roosevelt","1984-12-04"
63,1,100,"FIRST LADIES","She 1st met husband while complaining to S.A.G. about unwanted Communist literature","Nancy Reagan","1984-12-05"
63,1,100,"SPORTS","It's where relief pitchers, not matadors, warm up","the bullpen","1984-12-05"
63,1,100,"FOREIGN CUISINE","The Middle East's popular pocket bread","a pita","1984-12-05"
63,1,100,"LAKES & RIVERS","A German river or the wine grown on its banks","the Rhine","1984-12-05"
63,1,100,"FOLK MUSIC","What the farmer's wife did to 3 unlucky mice","cut off their tails with a carving knife","1984-12-05"
63,1,100,"HATS","This western topper actually holds only about 3 quarts","a ten-gallon hat","1984-12-05"
63,1,200,"FIRST LADIES","After 1st breaking the engagement, Lincoln went on to marry her","Mary Todd Lincoln","1984-12-05"
63,1,200,"SPORTS","Because of this rule, no horse has ever won the Kentucky Derby twice","(only) a 3-year old (can run)","1984-12-05"
63,1,200,"FOREIGN CUISINE","16th century development of a pig muzzle was a landmark in harvesting this fungus","truffles","1984-12-05"
63,1,200,"LAKES & RIVERS","The end of a river that empties into a lake or ocean","the mouth","1984-12-05"
63,1,200,"HATS","Slang for a construction worker","a hardhat","1984-12-05"
63,1,300,"FIRST LADIES","Virginia Governor Charles Robb's mother-in-law","Lady Bird Johnson","1984-12-05"
63,1,800,"SPORTS","These 2 former Olympic athletes became movie Tarzans","Buster Crabbe and Johnny Weissmuller","1984-12-05"
63,1,300,"FOREIGN CUISINE","A small Oriental orange or a division of Chinese cuisine","Mandarin","1984-12-05"
63,1,300,"LAKES & RIVERS","Sam Rayburn Reservoir is this state's largest lake","Texas","1984-12-05"
63,1,300,"HATS","'50s fuzzy frontier fad","a Davy Crockett coonskin hat","1984-12-05"
63,1,400,"FIRST LADIES","In '62 Adlai Stevenson eulogized: \"She would rather light candles than curse the darkness\"","Eleanor Roosevelt","1984-12-05"
63,1,400,"SPORTS","He shouts the commands in crew racing","coxswain","1984-12-05"
63,1,400,"FOREIGN CUISINE","City Wiener Schnitzel is named for","Vienna","1984-12-05"
63,1,400,"LAKES & RIVERS","Located in Oregon, it's the deepest lake in North America","Crater Lake","1984-12-05"
63,1,400,"HATS","Graduate's cap, it sounds like a plasterer's tool","a mortarboard","1984-12-05"
63,1,500,"FIRST LADIES","Only wife of 1 president & mother of another","Abigail Adams","1984-12-05"
63,1,500,"LAKES & RIVERS","Either of 2 Marilyn Monroe films with \"watery\" titles","(1 of) Niagara and the River of No Return","1984-12-05"
63,2,200,"ZOOLOGY","Finned on fish, scaly on lizards, nonexistent on humans & manx cats","tails","1984-12-05"
63,2,200,"EUROPE","\"The Eternal City\"","Rome","1984-12-05"
63,2,200,"RELIGION","In 1978, this pope reigned for only 34 days","Pope John Paul I","1984-12-05"
63,2,200,"MATHEMATICS","Number of degrees in a circle",360,"1984-12-05"
63,2,200,"U.S. HISTORY","The 1st permanent English settlement in America","Jamestown","1984-12-05"
63,2,200,"HOTEL NAMES","Liz's Nicky","Hilton","1984-12-05"
63,2,400,"ZOOLOGY","From Latin \"to gnaw\", there are more of this group than all other mammals combined","rodents","1984-12-05"
63,2,400,"EUROPE","Hitler said this Polish capital \"must cease to exist; level it\"","Warsaw","1984-12-05"
63,2,400,"RELIGION","Colonial Maryland was founded as haven for members of this church","the (Roman) Catholic Church","1984-12-05"
63,2,400,"MATHEMATICS","Mathematical function people in the Bible were always going forth & doing","multiplying","1984-12-05"
63,2,400,"U.S. HISTORY","\"Reconstruction\" was the 13-year period following this","the Civil War","1984-12-05"
63,2,400,"HOTEL NAMES","The film in which Bing sang about a white Christmas & an Easter parade","Holiday Inn","1984-12-05"
63,2,600,"ZOOLOGY","In mammals, trait determined by presence or absence of Y-chromosome","sex","1984-12-05"
63,2,600,"EUROPE","Moscow park that was scene of murders investigated in recent best-seller & film","Gorky Park","1984-12-05"
63,2,600,"MATHEMATICS","Logarithmic tool outmoded by the calculator","a slide rule","1984-12-05"
63,2,600,"U.S. HISTORY","Only U.S. civilians ever executed in America for espionage","Julius and Ethel Rosenberg","1984-12-05"
63,2,600,"HOTEL NAMES","According to Andy Griffith, \"Everything's good that sits on\" this cracker","a Ritz","1984-12-05"
63,2,800,"EUROPE","Since 300 A.D., this region of N.E. France has been traded 7 times by Germany and France","Alsace-Lorraine","1984-12-05"
63,2,800,"MATHEMATICS","Total meters in a hectometer",100,"1984-12-05"
63,2,800,"HOTEL NAMES","In 1959, \"Maverick\" won the Emmy for this category, only year it was given","Best Western","1984-12-05"
63,2,1000,"EUROPE","Bavarian village famous for its passion play","Oberammergau","1984-12-05"
63,2,1000,"MATHEMATICS","The formula for its volume is V equals pi r²h","a cylinder","1984-12-05"
63,2,1300,"HOTEL NAMES","Muppets commenting from the balcony in <a href=\"http://www.j-archive.com/media/1984-12-05_DJ_22.mp3\">the following</a>","Statler and Waldorf","1984-12-05"
63,3,NULL,"SHOW BUSINESS","Barrymore, Rathbone, Roger Moore & Larry Hagman are among 61 actors to play this character","Sherlock Holmes","1984-12-05"
64,1,100,"INSECTS","\"Cooties\"; the lousiest insects of all","lice","1984-12-06"
64,1,100,"COLORS","Colors that blend to make chartreuse","green and yellow","1984-12-06"
64,1,100,"NURSERY RHYMES","Where the crooked man, the crooked cat, & the crooked mouse all lived","in a little crooked house","1984-12-06"
64,1,100,"BOXING","Length of a full count","ten","1984-12-06"
64,1,100,"POE","Time when the raven came rapping","midnight","1984-12-06"
64,1,100,"CABLE TV","What MTV plays 24 hours a day","music videos","1984-12-06"
64,1,200,"INSECTS","These insects flash yellow lights to find mates","fireflies (or lightning bugs or glowworms)","1984-12-06"
64,1,200,"COLORS","When you're blooming with health, you're \"in\" it","in the pink","1984-12-06"
64,1,200,"NURSERY RHYMES","He killed Cock Robin","the sparrow","1984-12-06"
64,1,200,"BOXING","Term for tossing the terrycloth","throwing in the towel","1984-12-06"
64,1,200,"CABLE TV","Cable channel where you'd find \"Mouseterpiece Theatre\"","the Disney Channel","1984-12-06"
64,1,300,"INSECTS","Gatherings of this type of grasshopper have covered 2,000 square miles at a time","locust swarms","1984-12-06"
64,1,300,"COLORS","Ring Lardner, Dalton Trumbo, & Will Geer were on one in the 50s","a blacklist","1984-12-06"
64,1,300,"NURSERY RHYMES","His kisses drove girls to tears","Georgie Porgie","1984-12-06"
64,1,300,"BOXING","Meaning of TKO","technical knockout","1984-12-06"
64,1,900,"CABLE TV","Comedy group which went from CBC to NBC to Cinemax","SCTV","1984-12-06"
64,1,400,"INSECTS","Its name comes from its worshipful appearance, not its voracious appetite","a praying mantis","1984-12-06"
64,1,400,"COLORS","Colorful causeway Elton John bids adieu to in '73 hit","the Yellow Brick Road","1984-12-06"
64,1,400,"NURSERY RHYMES","At the count of 7, all good children go there","heaven","1984-12-06"
64,1,400,"BOXING","In '81, he got $12 mil. for beating welterweight Thomas Hearns","Sugar Ray Leonard","1984-12-06"
64,1,400,"CABLE TV","His flagship station is WTBA, Atlanta","Ted Turner","1984-12-06"
64,1,500,"INSECTS","The Bible says a sluggard should consider this industrious insect","an ant","1984-12-06"
64,1,500,"COLORS","It was said rajahs gave their rivals these animals to create financial burden","white elephants","1984-12-06"
64,1,500,"NURSERY RHYMES","Mother Goose's mode of transportation","a goose (or gander)","1984-12-06"
64,1,500,"BOXING","In '65, it took Muhammad Ali less than 2 min. to beat him","Sonny Liston","1984-12-06"
64,1,500,"CABLE TV","Actress who started the \"Faerie Tale Theatre\"","Shelley Duvall","1984-12-06"
64,2,200,"GEOLOGY","The Star of India is this type of precious stone","a sapphire","1984-12-06"
64,2,200,"THANKSGIVING","Though it's been moved, it's still revered as Pilgrims' landing spot","Plymouth Rock","1984-12-06"
64,2,200,"BOTANY","Collective name for poisonous mushrooms","toadstools","1984-12-06"
64,2,200,"U.S. CITIES","The larger Kansas City is in this state","Missouri","1984-12-06"
64,2,200,"\"IN\" CROWD","Prison people","inmates","1984-12-06"
64,2,400,"GEOLOGY","The mouth of the Mississippi or a Helen Reddy \"Dawn\"","a delta","1984-12-06"
64,2,400,"THANKSGIVING","Favorite movie munch, introduced to the Pilgrims by the Indians","popcorn","1984-12-06"
64,2,400,"BOTANY","Because like an eye, they close at night, the English first called these flowers \"day's eyes\"","daisies","1984-12-06"
64,2,400,"U.S. CITIES","The Alamo is in the downtown of this city","San Antonio","1984-12-06"
64,2,400,"\"IN\" CROWD","Something you can't do without","indispensable","1984-12-06"
64,2,600,"GEOLOGY","Pliny the Elder, Roman geologist, died while observing this volcano erupting","Vesuvius","1984-12-06"
64,2,600,"THANKSGIVING","Though not a Pilgrim, he organized their militia & was written up by Longfellow","Miles Standish","1984-12-06"
64,2,600,"STREISAND FILMS","This film's \"Evergreen\" earned Barbra a composing Oscar","A Star Is Born","1984-12-06"
64,2,600,"BOTANY","Type of plant the British call a \"creeper\"","a vine","1984-12-06"
64,2,600,"U.S. CITIES","Via St. Lawrence Seaway, ships from Europe can reach this largest Minnesota port","Duluth","1984-12-06"
64,2,600,"\"IN\" CROWD","Extreme economic expansion","inflation","1984-12-06"
64,2,700,"GEOLOGY","Earth's atmosphere layer which lies between the troposphere & the mesosphere","the stratosphere","1984-12-06"
64,2,800,"BOTANY","The kumquat is in this fruit family","citrus","1984-12-06"
64,2,800,"U.S. CITIES","It's California's 2nd largest in population","San Diego","1984-12-06"
64,2,800,"\"IN\" CROWD","What some do before they diet","indulge","1984-12-06"
64,2,1000,"GEOLOGY","Rainwash, wind action & differential weathering formed this S. Dakota area","the Badlands","1984-12-06"
64,2,1000,"U.S. CITIES","The Cuyahoga River has been known to catch <a href=\"http://www.j-archive.com/media/1984-12-06_DJ_15.mp3\">fire</a> in this industrial city:","Cleveland","1984-12-06"
64,2,1000,"\"IN\" CROWD","Delaware, Iowa, or Dakota","Indians","1984-12-06"
64,3,NULL,"WORLD HISTORY","In 1804 this Caribbean country became 1st black nation to gain freedom from European colonial rule","Haiti","1984-12-06"
65,1,100,"U.S. STATES","The 2 states that don't border any others","Alaska and Hawaii","1984-12-07"
65,1,100,"STARTS WITH \"B\"","Goodyear's gasbag","the blimp","1984-12-07"
65,1,100,"THE BIBLE","The 2nd book of the Old Testament","Exodus","1984-12-07"
65,1,100,"TOYS & GAMES","Parker Bros, has made balls, boomerangs & ping pong paddles out of this soft material","Nerf (or foam rubber)","1984-12-07"
65,1,100,"WATER SPORTS","Cypress Gardens show done on water, not on snow","water skiing","1984-12-07"
65,1,100,"ALL THAT JAZZ","What \"Satchmo\" played","the trumpet","1984-12-07"
65,1,200,"U.S. STATES","The Wolverine State, in 1847 became 1st to abolish capital punishment","Michigan","1984-12-07"
65,1,200,"STARTS WITH \"B\"","Nickname of Gil Gerard's futuristic Capt. William Rogers","Buck","1984-12-07"
65,1,200,"THE BIBLE","Image of worship built of old jewelry while Moses was on the mountain","the golden calf","1984-12-07"
65,1,200,"TOYS & GAMES","As scissors beats paper, so paper beats this","rock (or a stone)","1984-12-07"
65,1,200,"WATER SPORTS","Fishing from a moving boat","trolling","1984-12-07"
65,1,200,"ALL THAT JAZZ","As Duke Ellington wrote, \"It don't mean a thing if it ain't got\" this","the swing","1984-12-07"
65,1,300,"U.S. STATES","Region originally called Indian Territory, it now has no Fed. reservations","Oklahoma","1984-12-07"
65,1,300,"STARTS WITH \"B\"","To give by will","bequeath","1984-12-07"
65,1,300,"TOYS & GAMES","Total number of dots on the highest standard domino",12,"1984-12-07"
65,1,400,"WATER SPORTS","What an unlucky surfer has just experienced in <a href=\"http://www.j-archive.com/media/1984-12-07_J_19.mp3\">this</a> song","a wipeout","1984-12-07"
65,1,400,"U.S. STATES","Western neighbor of Tenn. & Miss.; it has only diamond field in N. America","Arkansas","1984-12-07"
65,1,400,"STARTS WITH \"B\"","Quality of a Scot's brogue which makes the \"R\" r-r-r-oll","a burr","1984-12-07"
65,1,400,"TOYS & GAMES","Thrown out by G.E. in 1949, this stretchy stuff became a national fad","Silly Putty","1984-12-07"
65,1,400,"WATER SPORTS","Competitor in this sport was the model for nude male torso atop L.A.'s Olympic gate","water polo","1984-12-07"
65,1,500,"U.S. STATES","Midwest state whose native sons include Marlon Brando, Nick Nolte & Henry Fonda","Nebraska","1984-12-07"
65,1,500,"STARTS WITH \"B\"","Australian bay named for the many plants growing on its shores","Botany Bay","1984-12-07"
65,1,500,"TOYS & GAMES","Said to be a be a weapon in the Philippines, Duncan made them toys for the U.S.","a yo-yo","1984-12-07"
